,idx,title,author,ban_info
964,965,"Black Software: The Internet & Racial Justice, from the Afronet to Black Lives Matter","McIlwain, Charlton D.","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; "
965,966,Gender Issues (Living with a Special Need),"McIntosh, Kenneth","Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
966,967,Lulu and the Duck in the Park (Lulu Series),"McKay, Hilary","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
967,968,On the Other Side of Freedom: The Case for Hope,"Mckesson, DeRay","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
968,969,Blanca & Roja,"McLemore, Anna-Marie","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
969,970,Dark and Deepest Red,"McLemore, Anna-Marie","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
970,971,When the Moon Was Ours,"McLemore, Anna-Marie","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
971,972,Indian No More,"McManis, Charlene Willing","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
972,973,Fade (Wake Series),"McMann, Lisa","Banned Pending Investigation, Michigan, Gladwin Community Schools, May 2022, Administrator; Banned in Libraries and Classrooms, Texas, Fredericksburg Independent School District, March 2022, Administrator; "
973,974,"Nonbinary Gender Identities: History, Culture, Resources","McNabb, Charlie","Banned in Libraries and Classrooms, Tennessee, Collierville Schools, February 2022, Administrator; "
974,975,#MurderTrending (MurderTrending Series),"McNeil, Gretchen","Banned Pending Investigation, Kansas, Goddard Public Schools, November 2021, Administrator; "
975,976,Lola at the Library (Lola Series),"McQuinn, Anna","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
976,977,Lola at the Library with Mommy (Lola Series),"McQuinn, Anna","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
977,978,Lola Gets a Cat (Lola Series),"McQuinn, Anna","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
978,979,Lola Goes to School (Lola Series),"McQuinn, Anna","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
979,980,Lola Loves Stories (Lola Series),"McQuinn, Anna","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
980,981,Lola Loves Stories with Daddy (Lola Series),"McQuinn, Anna","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
981,982,Lola Plants a Garden (Lola Series),"McQuinn, Anna","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
982,983,Lola Reads to Leo (Lola Series),"McQuinn, Anna","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
983,984,Lola Sleeps Over (Lola Series),"McQuinn, Anna","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
984,985,Act Cool,"McSmith, Tobly","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
985,986,Stay Gold,"McSmith, Tobly","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
986,987,Vampire Academy (Vampire Academy Series),"Mead, Richelle","Banned in Libraries, Florida, Indian River County School District, November 2021, Administrator; Banned Pending Investigation, Michigan, Gladwin Community Schools, May 2022, Administrator; "
987,988,Lubna and Pebble,"Meddour, Wendy","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
988,989,Juana & Lucas (Juana and Lucas Series),"Medina, Juana","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
989,990,Burn Baby Burn,"Medina, Meg","Banned in Libraries, Indiana, Middlebury Community Schools, December 2021, Administrator; Banned in Classrooms, Texas, Richardson Independent School District, September 2021, Administrator; "
990,991,"Mango, Abuela, and Me","Medina, Meg","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
991,992,Yaqui Delgado Wants to Kick Your Ass,"Medina, Meg","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; "
992,993,What Was Stonewall? (What was...? Series),"Medina, Nico","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
993,994,Who Was Aretha Franklin? (Who was...? Series),"Medina, Nico","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
994,995,I Am Alfonso Jones,"Medina, Tony","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; "
995,996,We Set the Dark on Fire (We Set the Dark on Fire Series),"Mejia, Tehlor Kay","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
996,997,In the Role of Brie Hutchens...,"Melleby, Nicole","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
997,998,"I am Martin Luther King, Jr.","Meltzer, Brad","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
998,999,I Am Rosa Parks,"Meltzer, Brad","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
999,1000,Chasing Space Young Readers' Edition,"Melvin, Leland","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1000,1001,A Kids Book About Racism,"Memory, Jelani","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1001,1002,¿De Dónde Eres?/Where Are You From?,"Mendez, Yamile Saied","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1002,1003,Cut Both Ways,"Mesrobian, Carrie","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; Banned in Libraries and Classrooms, Texas, Prosper Independent School District, March 2022, Administrator; "
1003,1004,Perfectly Good White Boy,"Mesrobian, Carrie","Banned Pending Investigation, Texas, Fredericksburg Independent School District, March 2022, Administrator; "
1004,1005,Sex & Violence,"Mesrobian, Carrie","Banned Pending Investigation, Texas, Fredericksburg Independent School District, March 2022, Administrator; "
1005,1006,Fairest: Levana's Story (The Lunar Chronicles Series),"Meyer, Marissa","Banned in Libraries, Oklahoma, Bristow Public Schools, October 2021, Administrator; "
1006,1007,Eclipse (Twilight Series),"Meyer, Stephenie","Banned in Libraries, Oklahoma, Bristow Public Schools, October 2021, Administrator; "
1007,1008,Everywhere Babies,"Meyers, Susan","Banned Pending Investigation, Florida, Lee County Schools, March 2022, Administrator; Banned Pending Investigation, Florida, St. Lucie Public Schools, January 2022, Formal Challenge; Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; "
1008,1009,Planet Omar: Accidental Trouble Magnet (Planet Omar Series),"Mian, Zanib","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1009,1010,Planet Omar: Epic Hero Flop (Planet Omar Series),"Mian, Zanib","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1010,1011,Planet Omar: Incredible Rescue Mission (Planet Omar Series),"Mian, Zanib","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1011,1012,Planet Omar: Unexpected Super Spy (Planet Omar Series),"Mian, Zanib","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1012,1013,Beware the Werewolf (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1013,1014,Campfire Stories (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1014,1015,Escape from the Roller Ghoster (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1015,1016,"Ghosts Don't Ride Bikes, Do They? (Desmond Cole Ghost Patrol Series)","Miedoso, Andrés","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1016,1017,Ghouls Just Want to Have Fun (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1017,1018,Major Monster Mess (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1018,1019,Night of the Zombie Zookeeper (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1019,1020,"Now Museum, Now You Don't (Desmond Cole Ghost Patrol Series)","Miedoso, Andrés","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1020,1021,"Surf's Up, Creepy Stuff! (Desmond Cole Ghost Patrol Series)","Miedoso, Andrés","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1021,1022,The Haunted House Next Door (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1022,1023,The Scary Library Shusher (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1023,1024,The Sleepwalking Snowman (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1024,1025,The Vampire Ate My Homework (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
